Date,Volume_t-3,Volume_t-2,Volume_t-1,Open_t-3,Open_t-2,Open_t-1,High_t-3,High_t-2,High_t-1,Low_t-3,Low_t-2,Low_t-1,target
2017-02-14,28321440.0,20046250.0,22989980.0,131.65,132.46,133.08,132.45,132.94,133.82,131.12,132.05,132.75,133.47
2018-09-04,27074260.0,48696960.0,43177540.0,220.15,223.25,226.51,223.49,228.26,228.87,219.41,222.4,226.0,228.41
2019-06-17,18253190.0,21674630.0,18761470.0,193.95,194.7,191.55,195.97,196.79,193.59,193.39,193.6,190.3,192.9
2017-04-12,16658660.0,18904680.0,30341520.0,143.73,143.6,142.94,144.18,143.88,143.35,143.27,142.9,140.06,141.6
2016-01-21,79356010.0,52960810.0,72274300.0,96.2,98.41,95.1,97.71,98.65,98.19,95.36,95.5,93.42,97.06
2018-06-27,27185130.0,31632320.0,24378480.0,186.12,183.4,182.99,186.15,184.92,186.53,184.7,180.73,182.54,185.23
2016-03-21,38236730.0,34394830.0,43607120.0,104.61,105.52,106.34,106.31,106.47,106.5,104.59,104.96,105.19,105.93
2018-04-10,26750260.0,34949690.0,28976200.0,172.58,170.97,169.88,174.23,172.48,173.09,172.08,168.2,169.85,173.0
2017-03-24,39461130.0,25804820.0,20299310.0,142.11,139.85,141.26,142.8,141.6,141.58,139.73,139.76,140.61,141.5
2018-11-15,50991030.0,46725710.0,60547340.0,199.0,191.63,193.9,199.85,197.18,194.48,193.79,191.45,185.93,188.39
2020-06-09,21890090.0,34312550.0,23913630.0,324.39,323.35,330.25,325.62,331.75,333.6,320.78,323.23,327.32,332.14
2019-10-23,24377170.0,22367480.0,22684000.0,234.59,237.52,241.16,237.58,240.99,242.2,234.29,237.32,239.62,242.1
2018-05-18,23639070.0,19046600.0,17014490.0,186.78,186.07,188.0,187.07,188.46,188.91,185.1,186.0,186.36,187.19
2019-04-11,25829880.0,35738280.0,21654750.0,196.42,200.32,198.68,200.23,202.85,200.74,196.34,199.23,198.18,200.85
2015-11-27,32445680.0,42747950.0,21341960.0,119.27,117.33,119.21,119.73,119.35,119.23,117.34,117.12,117.92,118.29
2019-01-11,40622910.0,45034370.0,35661200.0,149.56,151.29,152.5,151.82,154.53,153.97,148.52,149.63,150.86,152.88
2018-01-19,29512410.0,34260230.0,31087330.0,177.9,176.15,179.37,179.39,179.25,180.1,176.14,175.07,178.25,178.61
2018-06-18,21480120.0,21584720.0,61438290.0,192.42,191.55,190.03,192.88,191.57,190.16,190.44,190.22,188.26,187.88
2017-07-06,22986960.0,14277850.0,21550270.0,144.45,144.88,143.69,144.96,145.3,144.79,143.78,143.1,142.72,143.02
2015-10-27,41430660.0,59251740.0,66139770.0,114.33,116.7,118.08,115.5,119.23,118.13,114.1,116.33,114.92,115.4
2015-11-17,32461350.0,45555300.0,37979570.0,116.26,115.2,111.38,116.82,115.57,114.24,115.65,112.27,111.0,114.92
2019-02-19,22389660.0,21785180.0,24603320.0,171.39,169.71,171.25,172.48,171.26,171.7,169.92,169.38,169.75,169.71
2018-04-11,34949690.0,28976200.0,28567110.0,170.97,169.88,173.0,172.48,173.09,174.0,168.2,169.85,171.53,172.23
2019-02-07,31384720.0,36054570.0,28204640.0,167.41,172.86,174.65,171.66,175.08,175.57,167.28,172.35,172.85,172.4
2015-07-14,78291510.0,61292800.0,41365600.0,123.85,121.94,125.03,124.06,123.85,125.76,119.22,121.21,124.32,126.04
2017-09-28,44366140.0,35907770.0,25402270.0,149.99,151.78,153.8,151.83,153.92,154.72,149.16,151.69,153.54,153.89
2018-03-29,36778560.0,39824200.0,41464880.0,168.07,173.68,167.25,173.1,175.15,170.02,166.44,166.92,165.19,167.81
2017-02-01,20495340.0,30327110.0,47767760.0,122.14,120.93,121.15,122.35,121.63,121.39,121.6,120.66,120.62,127.03
2017-06-02,20118620.0,24452750.0,16383610.0,153.42,153.97,153.17,154.43,154.17,153.33,153.33,152.38,152.22,153.58
2019-12-06,29377270.0,16810390.0,18661340.0,258.31,261.07,263.79,259.53,263.31,265.89,256.29,260.68,262.73,267.48
2017-08-03,19690420.0,33669020.0,69726440.0,149.9,149.1,159.28,150.33,150.22,159.75,148.13,148.41,156.16,157.05
2015-12-14,46301930.0,29158640.0,46810020.0,117.64,116.04,115.19,117.69,116.94,115.39,115.08,115.51,112.85,112.18
2016-11-25,29164190.0,25931710.0,27420550.0,110.12,111.95,111.36,111.99,112.42,111.51,110.01,111.4,110.33,111.13
2019-09-20,18386470.0,25643090.0,22187880.0,219.96,221.06,222.01,220.82,222.85,223.76,219.12,219.44,220.37,221.38
2019-04-26,23286380.0,17427570.0,18463850.0,204.43,207.36,206.83,207.75,208.48,207.76,203.9,207.05,205.12,204.9
2016-06-01,56293490.0,36299460.0,42268040.0,99.68,99.44,99.6,100.73,100.47,100.4,98.64,99.25,98.82,99.02
2019-05-03,45751160.0,64827330.0,31996320.0,203.06,209.88,209.84,203.4,215.31,212.65,199.11,209.23,208.13,210.89
2016-10-27,23492650.0,46820600.0,66028640.0,117.1,117.95,114.31,117.74,118.36,115.7,117.0,117.31,113.31,115.39
2015-12-07,33316990.0,41511380.0,57717870.0,117.05,116.55,115.29,118.11,116.79,119.25,116.08,114.22,115.11,118.98
2019-08-29,26066130.0,25897340.0,15957630.0,205.86,207.86,204.1,207.19,208.55,205.72,205.06,203.53,203.32,208.5
2017-12-27,20848660.0,16339690.0,33113340.0,174.17,174.68,170.8,176.02,175.42,171.47,174.1,174.5,169.68,170.1
2017-06-01,21895020.0,20118620.0,24452750.0,154.0,153.42,153.97,154.24,154.43,154.17,153.31,153.33,152.38,153.17
2016-05-17,76183460.0,44223040.0,61192340.0,92.72,90.0,92.39,92.78,91.67,94.39,89.47,90.0,91.65,94.55
2018-05-03,41976500.0,52228910.0,66454720.0,162.13,166.41,175.23,167.26,169.2,177.75,161.84,165.27,173.8,175.88
2016-01-26,52099200.0,65648660.0,51529980.0,97.06,98.63,101.52,97.88,101.46,101.53,94.94,98.37,99.21,99.93
2016-07-05,36505420.0,35783320.0,25982080.0,93.97,94.44,95.49,94.55,95.77,96.47,93.63,94.3,95.33,95.39
2020-06-11,23913630.0,36928090.0,41662940.0,330.25,332.14,347.9,333.6,345.61,354.77,327.32,332.01,346.09,349.31
2019-06-28,21070330.0,26067510.0,20899720.0,198.43,197.77,200.29,199.26,200.99,201.57,195.29,197.35,199.57,198.68
2020-01-03,36059610.0,25247630.0,33911860.0,289.46,289.93,296.24,292.69,293.68,300.6,285.22,289.52,295.19,297.15
2019-05-02,22010360.0,45751160.0,64827330.0,204.4,203.06,209.88,205.97,203.4,215.31,203.86,199.11,209.23,209.84
2019-09-13,31777930.0,44289650.0,32226670.0,213.86,218.07,224.8,216.78,223.71,226.42,211.71,217.73,222.86,220.0
2019-03-25,31003380.0,50943120.0,42287640.0,186.23,190.02,195.34,189.49,196.33,197.69,184.73,189.81,190.78,191.51
2019-02-26,17154540.0,18890250.0,21846400.0,171.8,171.58,174.16,172.37,173.0,175.87,170.3,171.38,173.95,173.71
2016-12-21,44284660.0,27756760.0,21337310.0,116.47,115.8,116.74,116.5,117.38,117.5,115.65,115.75,116.68,116.8
2016-07-07,25982080.0,27553750.0,30877540.0,95.49,95.39,94.6,96.47,95.4,95.66,95.33,94.46,94.37,95.7
2018-06-14,18069930.0,16859020.0,21480120.0,191.35,191.39,192.42,191.97,192.61,192.88,190.21,191.15,190.44,191.55
2015-08-19,42876370.0,40827260.0,34525630.0,114.32,116.04,116.43,116.31,117.65,117.44,114.01,115.5,116.01,116.1
2020-03-25,100423300.0,84188210.0,71882770.0,247.18,228.08,236.36,251.83,228.5,247.69,228.0,212.61,234.3,250.75
2017-03-09,21229890.0,17439210.0,18695500.0,139.37,139.06,138.95,139.77,139.98,139.8,138.6,138.79,138.82,138.74
2018-11-13,25289270.0,34317760.0,50991030.0,209.98,205.55,199.0,210.12,206.01,199.85,206.75,202.25,193.79,191.63
2018-03-26,36387880.0,41335980.0,40984540.0,175.04,170.0,168.39,175.09,172.68,169.92,171.26,168.6,164.94,168.07
2020-07-02,32661520.0,35055820.0,27684310.0,353.25,360.08,365.12,362.17,365.98,367.36,351.28,360.0,363.91,367.85
2015-07-17,31695870.0,33559770.0,35987630.0,126.04,125.72,127.74,126.37,127.15,128.57,125.04,125.58,127.35,129.08
2016-01-25,72274300.0,52099200.0,65648660.0,95.1,97.06,98.63,98.19,97.88,101.46,93.42,94.94,98.37,101.52
2016-12-07,26481320.0,34113880.0,26160560.0,109.17,110.0,109.5,110.09,110.03,110.36,108.85,108.25,109.19,109.26
2016-09-08,26393770.0,26645130.0,42250480.0,107.7,107.9,107.83,108.0,108.3,108.76,106.82,107.51,107.07,107.25
2018-04-20,26575010.0,20544600.0,34693280.0,176.49,177.81,174.95,178.94,178.82,175.39,176.41,176.88,172.66,170.6
2019-11-06,37781330.0,25817950.0,19974430.0,249.54,257.33,257.05,255.93,257.85,258.19,249.16,255.38,256.32,256.77
2019-10-09,34755550.0,30889270.0,29282700.0,225.64,226.27,225.82,227.49,229.93,228.06,223.89,225.84,224.33,227.03
2020-04-30,29271890.0,28001190.0,34320200.0,281.8,285.08,284.73,284.54,285.83,289.67,279.95,278.2,283.89,289.96
2018-11-05,38016810.0,52954070.0,91046560.0,216.88,219.05,209.55,220.45,222.36,213.65,216.62,216.81,205.43,204.3
2019-03-22,31440300.0,31003380.0,50943120.0,188.35,186.23,190.02,188.99,189.49,196.33,185.92,184.73,189.81,195.34
2016-06-08,28487570.0,23265200.0,22378380.0,97.79,97.99,99.25,98.27,101.89,99.87,97.45,97.55,98.96,99.02
2018-01-31,39075250.0,50565420.0,45635470.0,172.0,170.16,165.53,172.0,170.16,167.37,170.06,167.07,164.7,166.87
2016-06-03,42268040.0,29139100.0,40170200.0,99.6,99.02,97.6,100.4,99.54,97.84,98.82,98.33,96.63,97.79
2016-06-06,29139100.0,40170200.0,28487570.0,99.02,97.6,97.79,99.54,97.84,98.27,98.33,96.63,97.45,97.99
2016-12-28,26043820.0,14244050.0,18131970.0,116.35,115.59,116.52,116.51,116.52,117.8,115.64,115.59,116.49,117.52
2019-08-06,54017920.0,40862120.0,52392970.0,213.9,205.53,197.99,218.03,206.43,198.65,206.74,201.63,192.58,196.31
2016-11-14,59118740.0,57097740.0,34117030.0,109.88,111.09,107.12,111.32,111.09,108.87,108.05,105.83,106.55,107.71
2017-03-13,18695500.0,22117750.0,19578920.0,138.95,138.74,139.25,139.8,138.79,139.36,138.82,137.05,138.64,138.85
2019-10-18,23040480.0,19286690.0,17272900.0,236.39,233.37,235.09,237.65,235.24,236.15,234.88,233.2,233.52,234.59
2017-12-01,26387240.0,41459120.0,41484540.0,174.3,172.63,170.43,174.87,172.92,172.14,171.86,167.16,168.44,169.95
2020-01-08,36633880.0,29644640.0,27877660.0,297.15,293.79,299.84,300.58,299.96,300.9,296.5,292.75,297.48,297.16
2016-08-01,92143920.0,38771840.0,27697970.0,104.27,102.83,104.19,104.35,104.45,104.55,102.75,102.82,103.68,104.41
2017-05-02,14198660.0,20783460.0,33498270.0,143.92,144.09,145.1,144.16,144.3,147.2,143.31,143.27,144.96,147.54
2015-10-12,46717770.0,61747260.0,52720620.0,111.74,110.19,110.0,111.77,110.19,112.28,109.41,108.21,109.49,112.73
2019-10-24,22367480.0,22684000.0,19932550.0,237.52,241.16,242.1,240.99,242.2,243.24,237.32,239.62,241.22,244.51
2016-12-14,34324350.0,26176690.0,43293350.0,112.31,113.29,113.84,114.7,115.0,115.92,112.31,112.49,113.75,115.04
2016-06-21,31251870.0,60793260.0,34355970.0,96.45,96.62,96.0,97.75,96.65,96.57,96.07,95.3,95.03,94.94
2018-02-09,68171940.0,51467440.0,54145930.0,154.83,163.09,160.29,163.72,163.4,161.0,154.0,159.07,155.03,157.07
2015-12-21,56157370.0,44654830.0,96197190.0,111.07,112.02,108.91,111.99,112.25,109.52,108.8,108.98,105.81,107.28
2019-05-09,32443110.0,38763700.0,26339500.0,204.29,205.88,201.9,208.84,207.42,205.34,203.5,200.83,201.75,200.4
2019-09-03,15957630.0,21007650.0,21162560.0,204.1,208.5,210.16,205.72,209.32,210.45,203.32,206.66,207.2,206.43
2017-08-22,27377960.0,27391950.0,26330070.0,160.52,157.86,157.5,160.71,159.5,157.89,157.84,156.72,155.11,158.23
2017-10-25,23907540.0,21888930.0,17633730.0,156.61,156.89,156.29,157.75,157.69,157.42,155.96,155.5,156.2,156.91
2018-09-28,22811140.0,23430370.0,29729270.0,219.75,221.0,223.82,222.82,223.75,226.44,219.7,219.76,223.54,224.79
2016-01-12,80742460.0,70722000.0,49687870.0,98.68,98.55,98.97,100.13,99.11,99.06,96.43,96.76,97.34,100.55
2016-07-22,23766360.0,26219110.0,32690080.0,99.56,100.0,99.83,100.0,100.46,101.0,99.34,99.74,99.13,99.26
2016-02-12,44282560.0,42288790.0,49979700.0,94.29,95.92,93.79,95.94,96.35,94.72,93.93,94.1,92.59,94.19
2018-05-23,18083080.0,18383080.0,15228270.0,187.19,188.0,188.38,187.81,189.27,188.88,186.13,186.91,186.78,186.35
2017-01-09,21081620.0,22115100.0,31714820.0,115.85,115.92,116.78,116.51,116.86,118.16,115.75,115.81,116.47,117.95
2018-11-27,31096240.0,23623970.0,44662320.0,179.73,174.94,174.24,180.27,176.6,174.95,176.55,172.1,170.26,171.51
2018-04-16,22401040.0,22858840.0,25100510.0,172.23,173.41,174.78,173.92,175.0,175.84,171.7,173.04,173.85,175.03
2016-01-28,51529980.0,71937310.0,133059000.0,101.52,99.93,96.04,101.53,100.88,96.63,99.21,98.07,93.34,93.79
2019-07-11,25338630.0,20578020.0,17897140.0,200.81,199.2,201.85,201.4,201.51,203.73,198.41,198.81,201.56,203.31
2015-07-23,55204920.0,73006780.0,115288400.0,130.97,132.85,121.99,132.97,132.92,125.5,130.7,130.32,121.99,126.2
2017-07-11,24110330.0,18527000.0,21080580.0,143.02,142.9,144.11,143.5,144.75,145.95,142.41,142.9,143.37,144.73
2018-11-30,41156140.0,45941750.0,41523580.0,171.51,176.73,182.66,174.77,181.29,182.8,170.88,174.93,177.7,180.29
2018-01-12,21532200.0,23751690.0,18653380.0,174.55,173.16,174.59,175.06,174.3,175.49,173.41,173.0,174.49,176.18
2019-10-15,28962980.0,41990210.0,24413480.0,227.93,232.95,234.9,230.44,237.64,238.13,227.3,232.31,234.67,236.39
2016-12-30,18131970.0,20686510.0,14979680.0,116.52,117.52,116.45,117.8,118.02,117.11,116.49,116.2,116.4,116.65
2015-08-24,48079330.0,68176940.0,127246600.0,116.1,114.08,110.43,116.52,114.35,111.9,114.68,111.63,105.65,94.87
2017-03-01,21754600.0,20222210.0,23446340.0,135.91,137.14,137.08,136.66,137.44,137.44,135.28,136.28,136.7,137.89
2017-02-23,22163280.0,24487200.0,20769030.0,135.1,136.23,136.43,135.83,136.75,137.12,135.1,135.98,136.11,137.38
2020-05-20,41587090.0,33843130.0,25432390.0,300.35,313.17,315.03,307.9,316.5,318.52,300.21,310.32,313.01,316.68
2016-12-09,26160560.0,29976030.0,27049830.0,109.5,109.26,110.86,110.36,111.19,112.43,109.19,109.16,110.6,112.31
2016-12-05,36151450.0,37034520.0,26481320.0,111.6,110.37,109.17,112.2,110.94,110.09,110.27,109.03,108.85,110.0
2018-08-28,18505780.0,18457720.0,20400770.0,214.65,216.6,217.15,217.05,216.9,218.74,214.6,215.11,216.33,219.01
2016-02-22,44811800.0,38866100.0,35290570.0,96.67,98.84,96.0,98.21,98.89,96.76,96.15,96.09,95.8,96.31
2017-10-10,21215870.0,17223790.0,16243080.0,154.18,154.97,155.81,155.44,155.49,156.73,154.05,154.56,155.49,156.06
2017-09-06,26729940.0,16564340.0,29491910.0,163.64,164.8,163.75,164.52,164.94,164.25,163.48,163.63,160.56,162.71
2016-11-18,32230590.0,58724080.0,27623150.0,106.57,106.7,109.81,107.68,110.23,110.35,106.16,106.6,108.83,109.72
2016-09-27,31048170.0,52411070.0,29800240.0,114.35,114.42,111.64,114.94,114.79,113.39,114.0,111.55,111.55,113.0
2017-12-14,34260890.0,19088170.0,23402510.0,169.2,172.15,172.5,172.89,172.39,173.54,168.79,171.46,172.0,172.4
2019-04-17,27738580.0,17524150.0,25668330.0,199.2,198.58,199.46,200.14,199.85,201.37,196.21,198.01,198.56,199.54
2016-08-22,25328680.0,21918340.0,25108890.0,109.1,109.23,108.77,109.37,109.6,109.69,108.34,109.02,108.36,108.86
2019-10-16,41990210.0,24413480.0,23040480.0,232.95,234.9,236.39,237.64,238.13,237.65,232.31,234.67,234.88,233.37
2019-12-18,33432810.0,32081110.0,28575800.0,271.46,277.0,279.57,275.3,280.79,281.77,270.93,276.98,278.8,279.8
2020-05-07,33391990.0,36937800.0,35583440.0,289.17,295.06,300.46,293.69,301.0,303.24,286.32,294.46,298.87,303.22
2015-10-01,51861990.0,73230280.0,66300930.0,113.85,112.83,110.17,114.57,113.51,111.54,112.44,107.86,108.73,109.07
2017-02-13,22941650.0,28321440.0,20046250.0,131.35,131.65,132.46,132.22,132.45,132.94,131.22,131.12,132.05,133.08
2017-10-18,16367780.0,24093300.0,18969700.0,156.73,157.9,159.78,157.28,160.0,160.87,156.41,157.65,159.23,160.42
2017-05-30,19201820.0,19217810.0,21895020.0,153.84,153.73,154.0,154.17,154.35,154.24,152.67,153.03,153.31,153.42
2017-05-22,50674280.0,33520150.0,26892850.0,153.6,151.27,153.38,154.57,153.34,153.98,149.71,151.13,152.63,154.0
2019-06-06,40396070.0,30967960.0,29773430.0,175.6,175.44,184.28,177.92,179.83,184.99,170.27,174.52,181.14,183.08
2019-07-12,20578020.0,17897140.0,20191840.0,199.2,201.85,203.31,201.51,203.73,204.39,198.81,201.56,201.71,202.45
2020-03-26,84188210.0,71882770.0,75900510.0,228.08,236.36,250.75,228.5,247.69,258.25,212.61,234.3,244.3,246.52
2019-04-03,23524830.0,27308200.0,22727370.0,189.83,191.64,191.09,190.08,191.68,194.46,188.54,188.38,191.05,193.25
2018-08-10,25525650.0,22493750.0,23389530.0,209.32,206.05,207.28,209.5,207.81,209.78,206.76,204.52,207.2,207.36
2018-11-20,46271660.0,36191330.0,41626820.0,188.39,190.5,190.0,191.97,194.97,190.7,186.9,189.46,184.99,178.37
2017-07-13,21080580.0,18647220.0,24833800.0,144.11,144.73,145.87,145.95,145.85,146.18,143.37,144.38,144.82,145.5
2019-05-08,20892380.0,32443110.0,38763700.0,210.89,204.29,205.88,211.84,208.84,207.42,210.23,203.5,200.83,201.9
2018-05-22,17014490.0,18083080.0,18383080.0,188.0,187.19,188.0,188.91,187.81,189.27,186.36,186.13,186.91,188.38
2019-06-04,21218410.0,27043580.0,40396070.0,177.95,176.23,175.6,179.23,177.99,177.92,176.67,174.99,170.27,175.44
2018-02-07,85957050.0,72215320.0,68171940.0,166.0,159.1,154.83,166.8,163.88,163.72,160.1,156.0,154.0,163.09
2018-03-23,19620520.0,36387880.0,41335980.0,175.24,175.04,170.0,176.8,175.09,172.68,174.94,171.26,168.6,168.39
2017-09-18,44866280.0,23637310.0,48846060.0,159.87,158.99,158.47,159.96,159.4,160.97,157.91,158.09,158.0,160.11
2018-11-07,91046560.0,66072170.0,31774720.0,209.55,204.3,201.92,213.65,204.39,204.72,205.43,198.17,201.69,205.97
2019-12-12,32182650.0,22632380.0,19723390.0,270.0,268.6,268.81,270.8,270.07,271.1,264.91,265.86,268.5,267.78
2018-08-17,20679270.0,28595230.0,27595310.0,210.16,209.22,211.75,210.56,210.74,213.81,208.26,208.33,211.47,213.44
2016-09-20,90398170.0,79763890.0,46937190.0,113.86,115.12,115.19,115.73,116.13,116.18,113.49,114.04,113.25,113.05
2019-07-24,20929310.0,22277930.0,18355210.0,205.79,203.65,208.46,206.5,207.23,208.91,202.36,203.61,207.29,207.67
2019-07-02,20899720.0,31110640.0,27316740.0,200.29,198.68,203.17,201.57,199.5,204.49,199.57,197.05,200.65,201.41
2017-10-16,16861450.0,16380570.0,16367780.0,155.97,156.35,156.73,156.98,157.37,157.28,155.75,155.73,156.41,157.9
2016-03-07,33136130.0,36884490.0,46026600.0,100.51,100.58,102.37,100.89,101.71,103.75,99.64,100.45,101.37,102.39
2018-01-22,34260230.0,31087330.0,31306390.0,176.15,179.37,178.61,179.25,180.1,179.58,175.07,178.25,177.41,177.3
2018-03-06,48706170.0,38426060.0,27825140.0,178.54,172.8,175.21,179.78,176.3,177.74,172.66,172.45,174.52,177.91
2016-11-09,30790930.0,32361930.0,24129630.0,108.53,110.08,110.31,110.25,110.51,111.72,108.11,109.46,109.7,109.88
2015-10-06,63849470.0,57774940.0,52033100.0,109.07,108.01,109.88,109.62,111.01,111.37,107.31,107.55,109.07,110.63
2019-12-31,23334000.0,36592940.0,36059610.0,284.82,291.12,289.46,289.98,293.97,292.69,284.7,288.12,285.22,289.93
2020-03-17,104618500.0,92683030.0,80605870.0,255.94,264.89,241.95,270.0,279.92,259.08,248.0,252.95,240.0,247.51
2015-09-28,35678360.0,50061580.0,56005550.0,113.63,113.25,116.44,114.72,115.5,116.69,113.3,112.37,114.02,113.85
2017-06-22,32203640.0,24877950.0,21247590.0,143.66,146.87,145.52,146.74,146.87,146.07,143.66,144.94,144.61,145.77
2016-10-26,22527690.0,23492650.0,46820600.0,116.81,117.1,117.95,116.91,117.74,118.36,116.28,117.0,117.31,114.31
2017-04-25,23294040.0,17290900.0,17117710.0,141.22,142.44,143.5,142.92,142.68,143.95,141.16,141.85,143.18,143.91
2018-12-03,45941750.0,41523580.0,39424260.0,176.73,182.66,180.29,181.29,182.8,180.33,174.93,177.7,177.03,184.46
2019-04-01,29771210.0,20710390.0,23524830.0,188.75,188.95,189.83,189.76,189.56,190.08,186.55,187.53,188.54,191.64
2019-08-28,46882840.0,26066130.0,25897340.0,209.43,205.86,207.86,212.05,207.19,208.55,201.0,205.06,203.53,204.1
2018-10-17,39494770.0,30280450.0,28802550.0,220.42,221.16,218.93,222.88,221.83,222.99,216.84,217.27,216.76,222.3
2018-10-22,22692880.0,32389280.0,32874330.0,222.3,217.86,218.06,222.64,219.74,221.26,219.34,213.0,217.43,219.79
2017-04-06,19970040.0,19865300.0,27649500.0,143.71,143.25,144.22,144.12,144.89,145.46,143.05,143.17,143.81,144.29
2018-03-12,31686450.0,24518850.0,32130360.0,174.94,175.48,177.96,175.85,177.12,180.0,174.27,175.07,177.39,180.29
2017-10-05,18631540.0,16216800.0,20088940.0,154.26,154.01,153.63,154.45,155.09,153.86,152.72,153.91,152.46,154.18
2019-09-16,44289650.0,32226670.0,39763300.0,218.07,224.8,220.0,223.71,226.42,220.79,217.73,222.86,217.02,217.73
2020-03-10,46893220.0,56544250.0,71686210.0,295.52,282.0,263.75,299.55,290.82,278.09,291.41,281.23,263.0,277.14
2018-08-24,25682700.0,18965930.0,18505780.0,216.8,214.1,214.65,217.19,216.36,217.05,214.03,213.84,214.6,216.6
2018-12-31,58133850.0,51608850.0,41740600.0,148.3,155.84,157.5,157.23,156.77,158.52,146.72,150.07,154.55,158.53
2020-02-05,49897100.0,43496400.0,34154130.0,320.93,304.3,315.31,322.68,313.49,319.64,308.29,302.22,313.63,323.52
2018-10-11,28784550.0,26656630.0,41084070.0,222.21,223.64,225.46,224.8,227.27,226.35,220.2,222.25,216.05,214.52
2016-05-25,31834020.0,37977020.0,35074380.0,94.64,95.87,97.22,95.43,97.19,98.09,94.52,95.67,96.84,98.67
2019-07-31,17618870.0,21673390.0,33935720.0,207.48,208.46,208.76,209.73,210.64,210.16,207.14,208.44,207.31,216.42
2018-10-12,26656630.0,41084070.0,52902320.0,223.64,225.46,214.52,227.27,226.35,219.5,222.25,216.05,212.32,220.42
2017-11-07,39668100.0,59332210.0,34770480.0,167.64,174.0,172.37,168.5,174.26,174.99,165.28,171.12,171.72,173.91
2016-08-24,25108890.0,25784420.0,21236850.0,108.77,108.86,108.59,109.69,109.1,109.32,108.36,107.85,108.53,108.57
2019-04-09,19090050.0,18473070.0,25829880.0,194.79,196.45,196.42,196.37,197.1,200.23,193.14,195.93,196.34,200.32
2016-11-28,25931710.0,27420550.0,11475920.0,111.95,111.36,111.13,112.42,111.51,111.87,111.4,110.33,110.95,111.43
2019-08-09,35824790.0,33364400.0,27009520.0,196.31,195.41,200.2,198.07,199.56,203.53,194.04,193.82,199.39,201.3
2015-07-20,33559770.0,35987630.0,45970470.0,125.72,127.74,129.08,127.15,128.57,129.62,125.58,127.35,128.31,130.97
2019-12-17,34437040.0,33432810.0,32081110.0,267.78,271.46,277.0,272.56,275.3,280.79,267.32,270.93,276.98,279.57
2019-10-11,29282700.0,19029420.0,28962980.0,225.82,227.03,227.93,228.06,227.79,230.44,224.33,225.64,227.3,232.95
2017-05-15,25779060.0,27236290.0,32493770.0,153.63,152.45,154.7,153.94,154.07,156.42,152.11,152.31,154.67,156.01
2019-11-15,21847230.0,25817590.0,22395560.0,261.55,261.13,263.75,262.79,264.78,264.88,260.92,261.07,262.1,263.68
2019-06-20,14669140.0,26551000.0,21124240.0,192.9,196.05,199.68,194.96,200.29,199.88,192.17,195.21,197.31,200.37
2020-03-04,106721200.0,85349340.0,79868850.0,257.26,282.28,303.67,278.41,301.44,304.0,256.37,277.72,285.8,296.44
2017-08-01,32429770.0,17192770.0,19690420.0,153.75,149.89,149.9,153.99,150.23,150.33,147.3,149.19,148.13,149.1
2018-02-14,70583530.0,60774900.0,32483310.0,157.07,158.5,161.95,157.89,163.89,164.75,150.24,157.51,161.65,163.05
2017-10-19,24093300.0,18969700.0,16252850.0,157.9,159.78,160.42,160.0,160.87,160.71,157.65,159.23,159.6,156.75
2018-02-06,44453230.0,85957050.0,72215320.0,167.17,166.0,159.1,168.62,166.8,163.88,166.76,160.1,156.0,154.83
2017-11-20,28998220.0,23598650.0,21884010.0,169.97,171.18,171.04,170.32,171.87,171.39,168.38,170.3,169.64,170.29
2019-01-25,30273990.0,23046560.0,25418110.0,156.41,154.15,154.11,156.73,155.14,154.48,152.62,151.7,151.74,155.48
2016-06-07,40170200.0,28487570.0,23265200.0,97.6,97.79,97.99,97.84,98.27,101.89,96.63,97.45,97.55,99.25
2017-08-24,26330070.0,21564890.0,19376940.0,157.5,158.23,159.07,157.89,160.0,160.47,155.11,158.02,158.88,160.43
2020-03-27,71882770.0,75900510.0,63140170.0,236.36,250.75,246.52,247.69,258.25,258.68,234.3,244.3,246.36,252.75
2016-08-16,27460070.0,18648700.0,25704330.0,108.52,107.78,108.14,108.93,108.44,109.54,107.85,107.78,108.08,109.63
2016-08-26,21236850.0,23606240.0,25001730.0,108.59,108.57,107.39,109.32,108.75,107.88,108.53,107.68,106.68,107.41
2017-05-24,26892850.0,22930630.0,19906170.0,153.38,154.0,154.9,153.98,154.58,154.9,152.63,152.91,153.31,153.84
2020-01-31,40558490.0,54149930.0,31685810.0,312.6,324.45,320.54,318.4,327.85,324.09,312.19,321.38,318.75,320.93
2017-03-22,43700570.0,21258100.0,39461130.0,141.0,140.4,142.11,141.0,141.5,142.8,139.89,140.23,139.73,139.85
2018-09-14,35644510.0,49118510.0,41411350.0,218.01,224.94,223.52,224.3,225.0,228.35,216.56,219.84,222.57,225.75
2016-08-23,21918340.0,25108890.0,25784420.0,109.23,108.77,108.86,109.6,109.69,109.1,109.02,108.36,107.85,108.59
2019-03-27,42287640.0,43751810.0,49696100.0,195.34,191.51,191.66,197.69,191.98,192.88,190.78,186.6,184.58,188.75
2018-06-08,21535570.0,20912820.0,21329170.0,193.07,193.63,194.14,193.94,194.08,194.2,192.36,191.92,192.34,191.17
2018-05-15,27942430.0,26167950.0,20393070.0,187.74,189.49,189.01,190.37,190.06,189.53,187.65,187.45,187.86,186.78
2018-10-30,29027340.0,47191700.0,45713690.0,217.71,215.9,219.19,221.38,220.19,219.69,216.75,212.67,206.09,211.15
